id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
8079040320,20150223T000000,3,4.0,3.0,1850.0,9976.0,2.0,0.0,0.0,3.0,8.0,1850.0,0,1991,0.0,98059,47.499093666811014,-119.10419127296045,2270.0,8542
1516000055,20141210T000000,4,3.0,2.25,2150.0,21235.0,1.0,0.0,3.0,4.0,8.0,1590.0,560,1959,0.0,98166,47.56941640044903,-117.9402615268064,2570.0,18900
9558200045,20140828T000000,2,3.0,1.75,1260.0,8400.0,1.0,0.0,0.0,,7.0,1260.0,0,1954,0.0,98148,47.37129805293256,-117.69665084201449,1290.0,8750
5072410070,20141021T000000,3,3.0,1.75,2519.0,8690.0,2.0,0.0,0.0,5.0,8.0,2519.0,0,1973,0.0,98166,46.836621735077216,-118.91932665724129,2500.0,9500
9528102996,20141207T000000,3,3.0,1.75,1540.0,1044.0,3.0,0.0,0.0,3.0,8.0,1540.0,0,2014,0.0,98115,47.71847772309476,-119.27930507144028,1580.0,3090
1189001180,20140603T000000,3,3.0,2.25,1660.0,6000.0,1.0,0.0,0.0,3.0,7.0,1110.0,550,1979,0.0,98122,47.6631254661428,-118.46991228893815,1440.0,4080
3253500160,20141120T000000,2,3.0,2.75,2770.0,3809.0,,0.0,0.0,5.0,7.0,1770.0,1000,1925,0.0,98144,47.361869068198956,-116.87074515478186,1440.0,4000
3394100030,20140909T000000,5,,2.5,2720.0,11049.0,2.0,0.0,0.0,3.0,10.0,2720.0,0,1989,0.0,98004,47.28298525186576,-116.9182194702488,2750.0,11049
3717000160,20141009T000000,2,4.0,2.5,2240.0,4648.0,2.0,0.0,,3.0,7.0,2240.0,0,2005,0.0,98001,47.28622975368243,-118.31644139746052,2221.0,4557
1274500060,20140825T000000,1,3.0,1.0,1000.0,12070.0,1.0,0.0,0.0,4.0,7.0,1000.0,0,1968,0.0,98042,47.22511781224674,-118.77777053565231,1010.0,12635
1802000060,20140612T000000,5,5.0,2.25,3200.0,20158.0,1.0,0.0,0.0,3.0,8.0,1600.0,1600,1965,0.0,98004,47.32791194946559,-116.94642672775302,3390.0,20158
1525059190,20140912T000000,5,5.0,3.25,4770.0,50094.0,1.0,0.0,0.0,4.0,11.0,3070.0,1700,1973,0.0,98005,47.60949452201488,-117.73549062188539,3530.0,38917
1049000060,20150105T000000,2,3.0,2.0,1260.0,5612.0,1.0,0.0,0.0,4.0,7.0,1260.0,0,1972,0.0,98034,47.715126948601394,-120.01866967405405,1640.0,4745
8820901275,20140610T000000,3,4.0,2.0,2750.0,7807.0,1.5,0.0,0.0,5.0,7.0,2250.0,500,1916,0.0,98125,47.729434373743686,-117.21479602728388,1510.0,7807
5416510140,20140710T000000,2,4.0,2.5,2380.0,5000.0,2.0,0.0,0.0,3.0,8.0,2380.0,0,2005,0.0,98038,47.54163106869615,-117.54977757160808,2420.0,5000
3444100400,20150316T000000,2,3.0,1.75,1790.0,50529.0,1.0,0.0,0.0,5.0,7.0,1090.0,700,1965,0.0,98042,47.501916236547096,-117.58399497259985,1940.0,50529
3276920270,20141105T000000,4,4.0,4.0,3430.0,35102.0,2.0,0.0,0.0,4.0,10.0,2390.0,1040,1986,0.0,98075,47.709995462110406,-119.48856230778111,3240.0,35020
4036801170,20141013T000000,3,4.0,1.75,1760.0,7300.0,1.0,0.0,0.0,3.0,7.0,880.0,880,1956,0.0,98008,47.39378434177965,-118.99126804501061,1680.0,7500
2391600320,20150420T000000,3,3.0,1.0,1040.0,5060.0,1.0,0.0,,3.0,7.0,1040.0,0,1941,0.0,98116,47.23043718514841,-118.27670879840885,890.0,5060
6300000287,20140609T000000,3,3.0,1.0,1410.0,5060.0,1.0,0.0,0.0,4.0,,910.0,500,1956,,98133,47.80622008739777,-119.44214277707079,1130.0,5693
1531000030,20150323T000000,4,4.0,2.5,3450.0,39683.0,2.0,0.0,0.0,3.0,10.0,3450.0,0,2002,0.0,98010,47.55437290037066,-116.0305754007129,3350.0,39750
5104520400,20141202T000000,3,3.0,2.5,2350.0,5100.0,2.0,0.0,0.0,3.0,8.0,2350.0,0,2003,0.0,98038,47.669639027873046,-119.62776521866516,2350.0,5363
7437100340,20141222T000000,2,4.0,2.5,1900.0,5889.0,2.0,0.0,,3.0,7.0,1900.0,0,1992,0.0,98038,47.34425899330537,-117.71382347218386,1870.0,6405
9418400240,20141028T000000,2,2.0,1.0,2020.0,6720.0,1.0,0.0,0.0,3.0,7.0,1010.0,1010,1948,0.0,98118,47.58895894446165,-119.63002130981924,1720.0,6720
1523059105,20150128T000000,2,3.0,1.5,1680.0,8712.0,1.0,0.0,0.0,3.0,8.0,1680.0,0,1964,,98059,47.32284213428471,-117.65364541567689,1850.0,8797
1133000671,20140602T000000,2,3.0,1.0,960.0,6634.0,1.0,0.0,0.0,3.0,6.0,960.0,0,1952,0.0,98125,47.79429011715574,-117.70084749577858,1570.0,7203
4232902595,20141114T000000,5,3.0,1.5,2140.0,3600.0,2.0,0.0,0.0,3.0,9.0,1900.0,240,1925,,98119,47.723285546381064,-117.65894030612581,2020.0,4800
2599001200,20141103T000000,2,5.0,2.25,2660.0,8400.0,1.5,0.0,0.0,5.0,7.0,2660.0,0,1961,0.0,98092,47.22121282914064,-117.62793264882639,1590.0,8165
3342103156,20140618T000000,3,3.0,3.25,2770.0,6278.0,2.0,0.0,0.0,3.0,9.0,1980.0,790,2006,,98056,47.450600054623166,-118.45969460661316,1900.0,7349
1332700270,20140519T000000,1,2.0,2.25,1610.0,2040.0,2.0,0.0,0.0,4.0,7.0,1610.0,0,1979,0.0,98056,47.51819989283665,-117.883023102214,1950.0,2025
3869900162,20140904T000000,2,2.0,1.75,,1066.0,2.0,0.0,0.0,3.0,,765.0,265,2006,0.0,98136,47.51598343265815,-118.792535642213,1030.0,1106
2791500270,20140522T000000,1,4.0,2.5,1980.0,7403.0,2.0,0.0,0.0,3.0,7.0,1980.0,0,1988,,98023,47.127585891878894,-117.11825263116818,1980.0,7510
5036300431,20150311T000000,5,5.0,2.75,3520.0,6353.0,2.0,0.0,0.0,4.0,10.0,3520.0,0,2001,0.0,98199,47.79032359227835,-118.96345172832581,2520.0,6250
4168000060,20150226T000000,1,3.0,1.0,1200.0,10500.0,1.0,0.0,0.0,3.0,7.0,1200.0,0,1962,0.0,98023,47.02871841367319,-118.31196935656423,1350.0,10500
6021501535,20140725T000000,3,3.0,1.5,1580.0,5000.0,1.0,0.0,,3.0,,1290.0,290,1939,0.0,98117,47.87208790903491,-117.881013558094,1570.0,4500
6021501535,20141223T000000,4,3.0,1.5,1580.0,5000.0,1.0,0.0,0.0,3.0,8.0,1290.0,290,1939,0.0,98117,47.780688706538434,-119.62742391635301,1570.0,4500
1483300570,20140908T000000,5,4.0,2.5,3300.0,10250.0,,0.0,0.0,3.0,7.0,2390.0,910,1946,1991.0,98040,47.54242498023861,-118.63203273981485,1950.0,6045
3422049190,20150330T000000,1,3.0,1.75,1960.0,15681.0,1.0,0.0,0.0,3.0,7.0,1960.0,0,1967,0.0,98032,47.20717526849503,-117.2481383885708,1750.0,15616
1099611230,20140912T000000,1,4.0,1.5,1160.0,6400.0,1.0,0.0,0.0,4.0,7.0,1160.0,0,1975,0.0,98023,47.461952949945434,-117.18493065729453,1160.0,6400
722079104,20140711T000000,2,,1.75,1810.0,41800.0,1.0,0.0,0.0,5.0,7.0,1210.0,600,1980,0.0,98038,47.5613296203734,-117.69245420739543,1650.0,135036
7338200240,20140516T000000,3,3.0,2.5,2320.0,36847.0,2.0,0.0,2.0,3.0,9.0,2320.0,0,1992,,98045,47.33241239907306,-117.11796300704073,2550.0,35065
1952200240,20140611T000000,4,3.0,2.5,2070.0,13241.0,1.5,0.0,0.0,5.0,9.0,1270.0,800,1910,,98102,47.817272441889855,-116.02403490471357,2200.0,4500
5200100125,20141027T000000,3,3.0,2.0,1980.0,3478.0,1.5,0.0,0.0,,7.0,1440.0,540,1929,0.0,98117,47.761320482828175,-118.02756294190695,1610.0,3478
7214720075,20141212T000000,4,3.0,2.25,2190.0,107593.0,2.0,0.0,0.0,4.0,8.0,2190.0,0,1983,0.0,98077,47.75229488803735,-118.05013335920627,2570.0,47777
2450000295,20141007T000000,5,3.0,2.5,2920.0,8113.0,2.0,0.0,0.0,3.0,8.0,2920.0,0,1950,2010.0,98004,47.717924285177254,-118.98317452735279,2370.0,8113
6197800045,20140924T000000,2,3.0,1.0,1210.0,33919.0,,0.0,0.0,3.0,7.0,1210.0,0,1954,0.0,98058,47.22836292691767,-117.12880538467704,1640.0,14910
1328310370,20150402T000000,3,3.0,2.5,2340.0,10005.0,1.0,0.0,0.0,4.0,8.0,1460.0,880,1978,0.0,98058,47.152683473381224,-117.7371925613346,2250.0,8162
546000875,20140523T000000,3,3.0,1.0,1670.0,4005.0,1.5,0.0,0.0,4.0,7.0,1170.0,500,1939,0.0,98117,47.5401190239793,-119.12898901415885,1240.0,4005
3530510041,20140723T000000,1,2.0,1.75,1240.0,2493.0,1.0,0.0,0.0,4.0,8.0,1240.0,0,1985,0.0,98198,47.166644808608964,-119.10904316308881,1270.0,4966
1853000400,20150305T000000,4,4.0,2.5,3140.0,28037.0,2.0,0.0,0.0,4.0,10.0,3140.0,0,1991,0.0,98077,47.83852847240557,-119.17653963024242,2990.0,35001
3134100116,20140827T000000,3,5.0,1.75,2030.0,12342.0,2.0,0.0,0.0,4.0,7.0,2030.0,0,1942,0.0,98052,48.070819467486174,-119.3323829926884,2500.0,9433
9545230140,20140725T000000,3,4.0,2.5,2310.0,9624.0,2.0,0.0,0.0,3.0,8.0,2310.0,0,1984,,98027,47.31939603388252,-119.15736858160606,1940.0,9636
3362400511,20150304T000000,3,3.0,1.75,1260.0,3328.0,,0.0,0.0,5.0,6.0,700.0,560,1905,0.0,98103,47.91554963628213,-117.45170422016568,1380.0,3536
2525310310,20140916T000000,2,3.0,1.75,1540.0,12600.0,1.0,0.0,0.0,4.0,7.0,1160.0,380,1980,0.0,98038,47.28782195267465,-118.0738597801838,1540.0,11656
6126500060,20141124T000000,2,3.0,1.75,2080.0,5969.0,1.0,0.0,2.0,3.0,7.0,1080.0,1000,1971,0.0,98108,47.400977421514476,-117.2396174785119,2090.0,5500
8961960160,20141028T000000,3,4.0,2.5,3230.0,16171.0,2.0,0.0,3.0,3.0,,2520.0,710,2001,0.0,98001,47.46763578468015,-119.72558046977204,2640.0,8517
3626039325,20141121T000000,4,3.0,3.5,4380.0,6350.0,2.0,0.0,0.0,3.0,8.0,2780.0,1600,1900,1999.0,98117,47.92499918719902,-116.77301733504704,1830.0,6350
3362400431,20140626T000000,3,3.0,3.5,1590.0,1102.0,3.0,0.0,0.0,3.0,8.0,1590.0,0,2010,,98103,47.52297750693782,-119.30016126237376,1620.0,3166
4060000240,20140623T000000,1,2.0,1.0,880.0,6780.0,1.0,0.0,0.0,4.0,6.0,880.0,0,1945,0.0,98178,47.6761775240782,-117.8104035123994,1190.0,6780
3454800060,20150108T000000,1,4.0,2.0,1570.0,9600.0,1.0,0.0,0.0,3.0,6.0,1570.0,0,1950,0.0,98168,47.605940985634916,-119.21663817139182,1880.0,9000
1695900060,20150511T000000,3,4.0,1.0,1610.0,2982.0,1.5,0.0,0.0,4.0,7.0,1610.0,0,1925,0.0,98144,47.70330449611293,-118.33037292003787,1610.0,4040
7278700070,20150102T000000,4,3.0,2.5,2400.0,6474.0,1.0,0.0,2.0,3.0,8.0,1560.0,840,1964,0.0,98177,47.7226832716774,-117.72864576538247,2340.0,10856
6675500070,20141119T000000,3,3.0,2.0,1450.0,9132.0,1.0,0.0,0.0,3.0,,1450.0,0,1987,0.0,98034,47.93275416545508,-118.05800927745813,1580.0,9104
3626039187,20150406T000000,3,2.0,1.0,770.0,6000.0,1.0,0.0,0.0,3.0,6.0,770.0,0,1953,,98117,47.72930153357608,-119.5871136416682,,6000
3524049083,20141104T000000,3,4.0,1.75,2100.0,4400.0,1.5,0.0,0.0,5.0,7.0,1720.0,380,1924,0.0,98118,47.34977335720569,-117.23218010950316,1850.0,4400
3275860240,20140618T000000,4,3.0,2.25,2910.0,10204.0,2.0,0.0,0.0,3.0,9.0,2910.0,0,1990,0.0,98052,47.71527447232733,-118.79839510459965,2700.0,13992
4389200955,20150302T000000,5,4.0,2.75,2750.0,17789.0,1.5,0.0,0.0,3.0,8.0,1980.0,770,1914,1992.0,98004,47.442350016394975,-116.81311797883727,3060.0,11275
4058801670,20140717T000000,3,3.0,2.25,2100.0,8201.0,1.0,,2.0,3.0,,1620.0,480,1967,0.0,98178,47.75298806709661,-117.88465267355097,2660.0,8712
8732020310,20140717T000000,2,4.0,2.25,2160.0,8811.0,1.0,0.0,0.0,3.0,8.0,1360.0,800,1978,0.0,98023,47.13427053279657,-118.13083120554705,2090.0,8400
2331300505,20140613T000000,4,5.0,3.5,2320.0,4960.0,2.0,0.0,0.0,5.0,7.0,1720.0,600,1926,0.0,98103,47.80619583789684,-119.78200485827804,1700.0,4960
7853210060,20150406T000000,3,4.0,2.5,2070.0,4310.0,2.0,0.0,0.0,3.0,7.0,2070.0,0,2004,0.0,98065,47.658761661764466,-118.46848388164982,1970.0,3748
3668000070,20150105T000000,1,,1.75,1060.0,7875.0,1.0,0.0,0.0,4.0,7.0,1060.0,0,1986,0.0,98092,47.2811541820789,-117.88817583571678,1420.0,7680
9545240070,20150428T000000,4,4.0,2.25,2010.0,9603.0,1.0,0.0,0.0,3.0,8.0,1440.0,570,1986,,98027,47.86632508451991,-118.36458797918681,2060.0,9793
1243100136,20140612T000000,4,3.0,3.5,3950.0,111078.0,1.5,0.0,0.0,3.0,9.0,2460.0,1490,1989,0.0,98052,47.64062443167072,-120.7002384966861,2480.0,88500
8929000270,20140512T000000,3,3.0,2.5,2010.0,2287.0,2.0,0.0,0.0,3.0,8.0,1390.0,620,2014,0.0,98029,47.34553381791735,-117.48203186160548,1690.0,1662
2767602356,20150126T000000,4,4.0,3.5,2140.0,2278.0,3.0,0.0,0.0,3.0,9.0,2140.0,0,2005,0.0,98107,47.14994791010385,-119.55519453318134,1540.0,2285
921049315,20140813T000000,1,3.0,1.75,1320.0,17390.0,,0.0,0.0,4.0,7.0,1320.0,0,1956,0.0,98003,47.199827403664436,-119.89344661606383,1550.0,19265
3655000070,20140805T000000,1,4.0,1.75,2020.0,7840.0,1.0,0.0,0.0,3.0,7.0,1010.0,1010,1968,0.0,98003,47.48015710196787,-118.0660810741337,1750.0,8140
4027700812,20140529T000000,3,4.0,2.25,2590.0,10002.0,1.0,0.0,0.0,4.0,8.0,1340.0,1250,1968,0.0,98028,47.734104912563474,-117.50055301953424,1550.0,10436
3992700335,20140707T000000,3,2.0,1.0,1190.0,4440.0,1.0,0.0,0.0,3.0,6.0,1190.0,0,1981,0.0,98125,47.57156898948384,-118.15758988161079,1060.0,5715
2767603505,20140507T000000,3,3.0,2.25,1170.0,1249.0,3.0,0.0,0.0,3.0,8.0,1170.0,0,2014,0.0,98107,47.546732032966304,-117.19975533778438,1350.0,1310
4232901525,20140627T000000,4,2.0,1.0,1110.0,3200.0,1.0,0.0,0.0,3.0,7.0,1110.0,0,1925,0.0,98119,47.81633152175557,-119.28369638261184,1170.0,3600
1777500060,20140708T000000,3,5.0,2.5,2820.0,9375.0,1.0,0.0,0.0,4.0,8.0,1550.0,1270,1968,0.0,98006,47.84801864666933,-118.61465399977796,2820.0,9375
1432900240,20150508T000000,1,3.0,1.0,1610.0,8579.0,1.0,0.0,0.0,4.0,7.0,1010.0,600,1962,0.0,98058,46.88977331084033,-117.6442568679933,1610.0,8579
6140100875,20150415T000000,3,3.0,1.0,1060.0,8097.0,1.0,0.0,0.0,4.0,7.0,940.0,120,1923,,98133,47.5230771663455,-118.05120706507066,1560.0,7940
6071600370,20150227T000000,3,4.0,2.25,2030.0,8517.0,1.0,0.0,0.0,4.0,8.0,1380.0,650,1961,0.0,98006,47.34736450328374,-117.03937730963946,2230.0,8824
1526069017,20141203T000000,5,4.0,2.5,3670.0,315374.0,2.0,0.0,0.0,4.0,9.0,3670.0,0,1994,0.0,98077,47.75379863532618,-118.06325546864139,2840.0,87991
809001525,20140625T000000,4,4.0,1.0,2550.0,4000.0,2.0,0.0,0.0,3.0,8.0,2370.0,180,1905,0.0,98109,47.932275267413765,-119.28957507538537,2200.0,4000
3224079105,20140806T000000,3,2.0,2.5,2420.0,60984.0,2.0,0.0,0.0,3.0,7.0,2420.0,0,2007,0.0,98027,47.833879424476244,-117.95708885402816,1940.0,193842
8075400570,20141030T000000,2,5.0,2.0,2260.0,12500.0,1.0,0.0,0.0,4.0,8.0,1130.0,1130,1960,0.0,98032,47.13985236733414,-117.1083368305007,,18000
