ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
462806,Male,Yes,52,No,Artist,0,Low,3,4,5.63,1.446,7.048,0.839,A
463426,Male,Yes,38,No,Executive,0,High,5,6,5.74,,1.836,2.341,A
464065,Female,Yes,35,Yes,Healthcare,10,Low,2,6,-1.528,2.964,4.988,6.311,B
462979,Male,No,18,No,Doctor,1,Low,2,6,15.318,2.911,11.495,3.885,D
462834,Male,Yes,30,Yes,Homemaker,3,Low,2,1,10.841,6.19,6.629,6.08,D
460764,Male,No,86,No,Lawyer,1,Low,1,6,6.014,5.607,6.077,5.036,D
466466,Female,,19,No,Healthcare,6,Low,5,3,-3.592,10.561,-0.545,11.808,D
460185,Male,No,,No,Healthcare,9,Low,3,6,3.714,0.001,8.275,0.187,D
459749,Male,Yes,,Yes,Entertainment,,Low,4,4,5.278,3.957,3.71,4.46,A
464406,Female,No,39,Yes,Artist,0,Low,1,6,9.633,4.171,5.623,1.086,A
467758,Female,Yes,50,Yes,Doctor,1,Low,,6,-3.117,6.561,3.424,4.689,B
462059,Male,No,47,Yes,Artist,,Low,1,6,14.57,12.247,14.342,9.552,C
467905,Male,Yes,43,Yes,Executive,0,High,3,6,9.372,11.481,3.415,9.963,D
461177,Male,Yes,36,No,Executive,8,Average,4,1,3.817,2.552,5.402,5.457,B
460765,Male,Yes,80,No,Lawyer,1,Low,1,6,3.278,2.659,6.697,5.414,D
465386,Male,No,36,Yes,Artist,0,Low,2,2,12.103,,8.657,4.563,C
465827,Male,No,27,No,,2,Low,7,4,5.156,-2.634,10.016,5.273,D
462332,Female,Yes,,Yes,Artist,1,High,2,7,7.051,3.318,3.955,4.94,A
464481,Male,Yes,46,Yes,Executive,0,High,3,6,5.206,1.457,7.399,7.953,C
461011,Male,Yes,55,No,Executive,1,High,4,3,6.711,5.264,2.063,-0.987,B
464749,Female,Yes,47,No,Engineer,9,Average,4,4,1.092,-0.705,0.207,1.119,B
461094,Female,No,28,Yes,Healthcare,1,Low,3,3,13.226,4.176,8.09,8.955,D
462104,Male,Yes,39,No,Entertainment,9,Low,2,3,13.871,8.853,7.615,2.46,D
464524,Female,Yes,27,No,Marketing,1,Low,2,6,7.521,6.065,3.831,4.398,A
466295,Female,Yes,42,No,Engineer,0,Low,,6,2.236,3.512,1.236,6.335,A
461787,,Yes,72,Yes,Artist,0,Average,2,6,12.727,13.85,5.935,8.653,C
467857,Female,Yes,28,Yes,Engineer,0,Low,2,6,,4.827,3.016,2.168,A
460153,Male,No,35,Yes,Entertainment,8,Low,5,6,16.113,6.618,5.736,8.294,C
465215,Male,Yes,39,Yes,Executive,9,High,5,2,4.113,7.34,8.026,2.751,A
466746,Female,Yes,69,Yes,Lawyer,0,High,2,6,20.62,5.266,18.636,5.932,C
464857,Male,No,18,No,Healthcare,6,Low,4,4,13.51,9.067,7.362,5.717,D
459478,Male,Yes,46,Yes,Artist,,Low,1,6,3.666,3.952,3.172,3.109,A
460723,Female,Yes,50,Yes,Engineer,,High,2,4,1.604,-2.804,-6.528,2.291,B
459853,Male,No,30,No,Executive,5,Low,5,6,4.504,3.005,0.124,4.127,A
459390,Female,No,41,No,Artist,,Low,2,6,2.588,-0.327,3.192,7.373,B
460410,Female,No,39,Yes,Artist,3,Low,4,6,16.988,6.106,10.005,8.531,D
463823,Female,No,29,No,Marketing,8,Low,4,6,9.033,-0.221,8.617,7.054,D
462008,Female,Yes,37,Yes,Artist,4,Low,4,5,-0.484,7.164,3.541,4.303,B
459750,Female,Yes,39,Yes,Engineer,0,Average,2,6,5.514,2.13,3.77,1.554,A
459880,Female,Yes,48,Yes,Artist,0,Average,5,7,14.341,8.603,3.417,6.273,C
459261,Female,No,32,Yes,Doctor,0,Low,3,6,9.402,11.049,11.959,12.436,C
465656,Male,Yes,78,No,Lawyer,1,Low,,6,8.459,3.684,2.946,-0.421,B
465395,Female,Yes,43,No,Engineer,0,Average,5,4,2.926,,1.121,1,B
461631,Male,No,29,No,Marketing,8,Low,5,6,14.524,12.867,14.495,8.869,C
464904,Female,Yes,28,No,Engineer,9,Average,2,4,,5.979,3.789,-0.541,A
461740,Male,Yes,80,Yes,Lawyer,1,Low,1,6,2.211,6.678,-4.534,-1.54,B
467092,Female,No,28,Yes,Healthcare,7,Low,4,6,1.394,4.987,5.327,10.027,D
464173,Male,Yes,71,Yes,Artist,6,Average,3,6,8.614,14.141,10.761,0.028,C
464972,Male,Yes,67,No,Lawyer,0,High,9,4,7.422,5.245,4.771,4.715,A
467959,Female,No,26,No,Engineer,0,Low,1,2,9.118,7.808,3.53,3.863,A
467688,Female,Yes,47,Yes,Engineer,0,Average,2,6,13.38,11.038,14.236,9.872,C
460043,Female,Yes,43,Yes,Artist,2,Average,2,6,4.121,-0.135,1.574,4.836,B
466590,Female,No,27,Yes,Healthcare,0,Low,4,6,10.644,11.583,10.846,10.205,C
461191,,Yes,45,,Marketing,8,Low,4,6,10.59,4.132,11.024,5.538,D
465662,Male,Yes,76,No,Executive,1,Low,1,6,18.639,11.432,13.083,1.02,C
459231,Female,Yes,43,Yes,Artist,3,Average,4,6,14.89,1.599,9.292,8.016,C
466495,Female,Yes,78,Yes,Lawyer,1,High,2,6,-0.406,0.17,0.426,4.888,B
459192,Male,Yes,35,Yes,Artist,3,Average,3,6,12.318,19.408,13.723,14.606,C
465710,Female,No,49,Yes,Artist,1,Low,1,6,16.519,7.148,5.087,3.169,C
460258,Female,No,25,Yes,Healthcare,1,Low,5,6,,2.752,-0.265,13.796,D
462813,Male,Yes,37,No,Executive,0,Average,5,6,5.951,2.297,5.113,1.675,A
463595,Female,No,32,No,Healthcare,1,Low,5,0,11.308,8.496,9.165,8.548,C
467768,Male,Yes,60,Yes,Doctor,0,Average,2,6,6.007,15.906,16.987,6.076,C
465291,Female,Yes,45,Yes,Artist,5,Average,3,6,14.295,9.042,12.138,10.965,C
462996,Female,Yes,49,Yes,Homemaker,9,Average,3,6,6.864,8.809,1.767,14.466,C
463497,Male,No,32,Yes,Artist,0,Low,5,6,11.063,6.86,9.523,8.889,D
465301,Female,Yes,40,,Artist,0,Low,3,3,3.24,,2.84,0.814,B
464702,Male,Yes,59,No,Artist,2,Average,2,4,18.668,8.607,11.218,4.347,C
459012,Male,Yes,48,Yes,Artist,3,Low,5,6,-0.621,5.006,-0.502,2.835,B
465053,Male,Yes,82,Yes,Executive,0,High,2,6,15.054,6.432,7.816,7.493,C
459420,Female,Yes,70,Yes,Lawyer,0,Low,2,6,-0.433,9.387,2.332,4.555,B
464166,Male,No,31,Yes,Artist,5,Low,2,6,3.617,0.154,-2.337,4.347,B
458987,Female,Yes,72,Yes,Lawyer,0,High,2,6,19.517,3.59,8.096,4.474,C
467745,Male,Yes,50,Yes,Artist,3,Average,4,6,9.425,11.54,11.475,1.49,C
464866,Female,No,23,No,Engineer,11,Low,1,3,5.324,1.493,8.785,9.59,D
461081,Female,No,20,No,Healthcare,2,Low,6,6,3.69,9.247,12.701,4.076,D
467896,Female,No,22,No,Healthcare,4,Low,3,6,13.046,7.795,7.008,9.494,D
463991,Female,No,31,Yes,Engineer,8,Low,1,6,5.617,4.64,4.062,-0.665,A
466620,Female,Yes,36,Yes,Artist,7,Average,2,6,17.625,,11.281,0.947,C
462594,Male,Yes,52,No,Entertainment,,Average,5,4,4.165,4.842,-4.026,3.662,B
462206,Female,No,29,Yes,Artist,,Low,1,4,4.112,-3.914,-4.876,2.497,B
460697,Male,Yes,40,Yes,Artist,4,Average,4,6,13.125,10.371,6.266,9.21,C
467934,Female,No,40,Yes,Artist,1,Low,1,6,2.363,4.105,3.369,1.983,A
460054,Male,Yes,38,Yes,Artist,,Low,2,6,2.22,8.46,15.247,2.214,C
459576,,Yes,85,No,Lawyer,,Low,,0,9.947,8.766,1.82,0.114,A
467910,Female,No,21,No,Doctor,1,Low,3,7,8.634,3.255,5.521,5.016,A
467335,Female,Yes,,No,Engineer,4,Average,2,6,9.001,5.465,6.047,2.356,D
460263,Male,Yes,40,Yes,Artist,0,Low,2,6,3.585,3.032,-5.251,1.787,B
459340,Male,Yes,53,Yes,Artist,1,Average,3,6,5.818,3.97,2.881,9.927,B
465622,Female,Yes,42,Yes,Artist,5,Low,2,6,19.054,17.683,18.121,11.01,C
459395,Male,Yes,42,No,Executive,8,Low,2,6,14.246,5.251,12.38,9.235,D
467539,Male,Yes,48,Yes,Artist,,Average,4,7,10.655,11.618,12.93,14.231,C
466574,Male,Yes,59,Yes,Artist,7,Low,2,6,14.046,8.973,14.2,7.168,C
466544,Male,Yes,41,Yes,Executive,1,Average,3,6,5.791,4.729,1.788,2.175,A
463610,Female,Yes,31,Yes,Artist,0,Average,2,6,7.605,0.7,-0.423,3.393,A
465539,Female,Yes,49,Yes,Artist,1,High,5,6,2.512,-1.375,0.839,6.796,B
459823,Male,Yes,67,Yes,Executive,1,Low,2,6,6.978,3.435,8.391,5.022,A
467614,Male,Yes,35,No,Artist,4,Average,2,6,3.246,4.408,0.755,2.277,B
459073,Female,No,26,Yes,Healthcare,0,Low,3,6,9.829,13.522,13.925,15.472,C
466065,Male,,19,,Healthcare,9,Low,3,3,10.945,-1.153,5.305,12.389,D
464863,Female,Yes,25,No,Engineer,6,Average,8,4,9.994,3.085,12.694,3.825,D
460022,Female,Yes,39,Yes,Healthcare,4,Low,2,6,7.885,-0.102,1.895,3.803,A
459929,Male,Yes,63,,Entertainment,0,Low,2,6,7.554,5.927,1.957,7.487,A
466613,Male,No,23,No,Healthcare,8,Low,3,6,,11.795,10.851,3.208,D
461149,Female,No,23,No,Healthcare,0,Low,3,3,4.999,1.383,9.032,6.828,D
466068,Female,Yes,53,Yes,Artist,2,Low,1,6,12.288,10.4,2.365,1.558,C
461513,Male,No,33,Yes,Doctor,0,Low,2,6,6.767,2.216,-2.685,6,B
464761,Female,Yes,50,No,Engineer,,Average,4,2,10.614,3.231,-2.834,2.371,B
466236,Female,Yes,69,Yes,Engineer,,Low,2,4,0.93,,6.041,6.649,B
459664,Male,No,37,,Artist,2,Low,1,6,1.567,5.379,-5.255,3.473,B
461967,Female,No,20,No,Marketing,3,Low,4,7,10.198,15.541,11.105,5.529,C
460516,Female,,85,,Lawyer,0,High,1,3,10.845,11.842,-2.27,4.963,C
461710,Female,Yes,,Yes,Doctor,,Average,4,6,15.346,4.001,15.497,16.034,C
462742,Male,No,18,No,Healthcare,0,Low,3,3,11.941,-1.563,9.533,-0.645,D
459528,,Yes,52,Yes,Doctor,0,Average,2,6,16.827,14.549,17.322,11.45,C
462691,Male,Yes,25,No,Doctor,,Average,2,4,4.895,3.479,2.017,2.477,B
462934,Male,Yes,56,No,Executive,,High,2,6,9.257,4.392,-0.132,4.654,A
465837,Male,No,62,Yes,,0,Low,1,6,4.667,5.259,7.005,1.262,A
464613,Female,No,35,,Artist,0,Low,3,6,0.453,6.43,3.565,8.587,B
467515,Male,Yes,28,Yes,Engineer,0,Average,2,6,3.232,0.944,1.829,1.974,A
463429,Female,No,28,Yes,Artist,7,Low,3,6,3.799,3.048,5.047,3.366,A
464024,Male,No,20,No,Healthcare,0,Low,5,7,9.001,-3.018,9.888,12.212,D
460691,Female,No,27,No,Homemaker,,Low,1,3,9.818,8.197,7.728,3.854,D
461825,Female,No,56,,Engineer,,Low,1,6,4.046,2.115,3.133,4.18,A
467271,Male,Yes,45,Yes,Artist,4,Average,4,6,-1.499,0.335,4.797,7.631,B
465634,Male,No,25,Yes,Healthcare,1,Low,4,4,1.329,0.27,0.625,2.262,B
464801,Male,No,40,No,Marketing,1,Low,1,4,4.712,5.459,3.72,1.732,D
459429,Female,Yes,25,Yes,Healthcare,,Low,2,6,16.751,4.427,12.575,9.315,D
459888,Female,Yes,74,No,Lawyer,,High,2,6,11.915,-2.297,4.133,9.17,D
463467,Female,No,23,No,Healthcare,0,Low,4,0,7.253,18.756,7.081,1.309,D
462036,Female,Yes,67,Yes,Lawyer,0,High,2,6,5.556,2.164,0.678,8.911,B
461282,Male,No,21,No,Healthcare,0,Low,4,0,14.284,8.098,-0.227,6.227,D
460448,Female,No,38,Yes,Artist,9,Low,1,3,5.949,4.091,6.238,6.059,A
464464,Male,No,28,No,Healthcare,0,Low,4,2,10.794,7.242,20.843,6.506,C
462410,,No,32,No,Healthcare,,Low,5,7,5.228,1.254,5.025,5.397,B
467252,Female,No,33,Yes,,0,Low,4,0,15.466,9.328,-0.017,9.412,D
459756,Female,Yes,56,No,Lawyer,1,High,4,4,4.36,5.341,-1.423,3.087,B
463789,Female,Yes,53,Yes,Artist,1,Low,2,6,9.774,4.264,11.275,3.513,C
466947,Male,Yes,57,No,Executive,1,High,5,6,17.117,10.213,13.583,2.674,C
464150,Female,Yes,59,Yes,Artist,0,Average,3,6,9.368,10.453,6.994,1.532,C
465693,Female,Yes,25,,Healthcare,1,High,4,4,3.645,1.975,6.627,7.522,A
461670,Male,Yes,59,Yes,Artist,0,Average,6,6,9.676,-1.91,7.182,10.968,C
466768,Female,Yes,36,Yes,Artist,0,Low,4,6,10.562,7.468,8.194,5.342,C
461550,Male,Yes,37,Yes,Entertainment,7,Low,2,6,2.576,3.127,3.436,3.151,A
462438,Male,No,22,No,Doctor,1,Low,3,2,2.393,9.961,9.489,1.29,D
460704,Male,Yes,43,Yes,Artist,1,Low,2,6,3.435,-1.306,-1.083,6.773,B
464884,Male,Yes,41,Yes,Artist,,Low,2,4,6.056,6.167,1.896,4.308,A
467050,Female,No,21,No,Engineer,0,Low,5,2,3.42,4.61,7.082,4.276,B
460738,Female,No,49,No,Engineer,1,Low,,7,7.845,3.543,4.124,2.712,A
466176,Male,No,38,Yes,Doctor,8,Low,1,2,7.287,-0.005,-1.513,3.37,B
459488,Male,Yes,47,No,Artist,,Average,4,6,6.742,,5.502,3.267,A
467773,Male,Yes,70,Yes,Lawyer,1,High,3,6,11.356,18.435,4.229,-2.231,C
465425,Female,No,31,No,Engineer,1,Low,4,6,7.396,,2.075,2.632,B
462318,Female,Yes,82,No,Lawyer,0,Average,2,6,6.788,4.929,3.667,0.44,A
466078,Female,Yes,51,No,Executive,,Low,1,6,7.811,2.864,6.429,5.697,A
460792,Female,No,42,No,Homemaker,11,Low,,6,4.566,4.227,2.311,5.256,A
460197,Male,No,38,Yes,Artist,8,Low,3,2,4.466,7.151,4.991,4.243,A
459375,Male,Yes,18,No,Executive,0,High,4,6,7.496,1.142,4.97,2.746,A
463862,Male,Yes,50,Yes,Artist,6,Average,3,,15.832,-1.137,13.001,2.136,C
460144,Female,No,46,Yes,Doctor,1,Low,,3,7.961,3.023,6.32,4.983,A
462721,Female,Yes,72,No,Lawyer,1,High,3,6,15.081,6.341,5.107,15.324,D
459637,Female,No,33,No,Engineer,,Low,4,6,15.662,8.745,4.844,16.382,C
465809,Female,No,25,No,Homemaker,1,Low,7,4,1.007,2.652,-3.279,4.423,B
466915,Female,Yes,75,No,Entertainment,2,High,2,2,8.304,3.135,11.169,13.41,D
467343,Male,No,72,Yes,Artist,1,Low,1,6,10.925,2.395,1.295,6.903,B
466268,Female,Yes,72,Yes,Artist,0,Average,3,4,18.034,-2.184,9.603,11.066,C
464868,Male,Yes,36,Yes,Entertainment,6,Low,6,4,7.488,7.735,8.168,2.909,A
464038,Male,Yes,40,Yes,Artist,1,Low,2,6,6.486,4.181,7.297,2.751,A
460176,Female,No,,Yes,Entertainment,0,Low,4,6,20.187,12.01,3.787,-3.228,C
462161,Female,No,28,Yes,Doctor,0,Low,3,6,7.23,-0.123,4.788,12.93,D
464841,Male,,19,No,Entertainment,0,High,3,4,5.132,-0.04,5.26,8.707,D
464893,Male,,43,Yes,Artist,0,Low,2,4,10.816,2.423,-1.884,0.906,B
464443,Female,Yes,35,Yes,Artist,1,Average,2,6,2.697,0.089,-5.108,2.864,B
467619,Male,Yes,65,Yes,Lawyer,1,High,2,6,-2.752,-0.498,0.437,3.275,B
465974,Male,Yes,52,Yes,Executive,7,High,4,4,14.728,17.281,7.39,-4.127,C
462075,,No,40,Yes,Artist,1,Low,1,6,1.493,3.206,0.655,-4.051,B
459494,Female,Yes,69,No,Engineer,9,Low,3,6,2.522,3.035,3.652,1.168,A
466921,Female,No,22,No,Healthcare,3,Low,3,6,4.483,9.243,3.771,2.771,D
463544,Male,Yes,47,Yes,Executive,1,Average,4,6,6.742,0.922,12.489,4.536,C
461167,Male,Yes,29,Yes,Marketing,1,High,2,3,9.37,4.852,4.35,2.549,A
467364,Male,Yes,46,Yes,Artist,1,Average,3,3,15.097,11.508,1.748,7.795,C
462408,Male,No,32,,Artist,1,Low,2,6,9.554,1.597,6.664,2.57,A
466224,Female,No,38,Yes,Healthcare,0,Low,1,2,7.096,,11.572,6.99,C
465151,Male,Yes,59,Yes,Artist,0,Low,1,6,1.197,2.606,0.328,0.629,B
467216,Female,No,26,Yes,Entertainment,1,Low,1,6,9.046,0.35,3.76,5.963,D
460586,Male,No,26,Yes,Healthcare,1,Low,2,3,11.434,1.543,5.753,9.137,A
461197,Male,No,28,No,Marketing,0,Low,1,3,4.265,6.058,6.529,5.787,D
462776,Female,Yes,53,Yes,Engineer,1,Average,3,6,21.1,10.677,4.627,-3.068,C
465058,Female,No,43,,Entertainment,,Low,1,6,2.592,0.611,4.889,3.954,B
464088,Male,No,27,No,Doctor,1,Low,3,6,12.44,-0.342,5.419,-0.092,D
459471,Female,No,32,No,Artist,,Low,8,6,10.547,15.387,8.062,4.972,C
464695,Male,No,26,No,Engineer,0,Low,4,4,,,5.273,11.79,D
462331,Female,No,31,No,Entertainment,0,Low,2,6,11.051,0.686,6.736,5.375,D
466523,Male,Yes,39,Yes,Executive,1,High,3,3,1.392,7.981,1.307,3.503,B
465337,Female,Yes,43,No,Engineer,1,Low,3,7,3.019,1.77,6.498,3.209,A
460834,Male,Yes,25,No,Doctor,1,Low,2,1,10.088,0.704,4.277,3.299,A
466824,Male,Yes,40,Yes,Artist,3,High,3,6,2.275,2.448,-0.038,3.45,A
461607,,Yes,40,Yes,Entertainment,7,Average,2,3,3.984,1.683,1.019,5.647,B
465091,Male,Yes,,Yes,Entertainment,,Average,3,6,17.784,7.048,10.075,3.935,C
